lesion_id,image_id,num_images
HAM_0001334,"['ISIC_0030328', 'ISIC_0031363']",2
HAM_0001342,"['ISIC_0029366', 'ISIC_0032378']",2
HAM_0001344,"['ISIC_0032687', 'ISIC_0033055']",2
HAM_0001353,"['ISIC_0030759', 'ISIC_0024886']",2
HAM_0001356,"['ISIC_0029498', 'ISIC_0026333']",2
HAM_0001359,"['ISIC_0024312', 'ISIC_0028628']",2
HAM_0001361,"['ISIC_0030117', 'ISIC_0026076']",2
HAM_0001381,"['ISIC_0029174', 'ISIC_0028870']",2
HAM_0001390,"['ISIC_0027920', 'ISIC_0024411']",2
HAM_0001393,"['ISIC_0027418', 'ISIC_0029030']",2
HAM_0001406,"['ISIC_0026592', 'ISIC_0030914']",2
HAM_0001410,"['ISIC_0029143', 'ISIC_0024830']",2
HAM_0001412,"['ISIC_0033834', 'ISIC_0033678']",2
HAM_0001415,"['ISIC_0032222', 'ISIC_0025019']",2
HAM_0001417,"['ISIC_0032382', 'ISIC_0027533']",2
HAM_0001424,"['ISIC_0031318', 'ISIC_0031470']",2
HAM_0001434,"['ISIC_0031009', 'ISIC_0028568']",2
HAM_0001437,"['ISIC_0033314', 'ISIC_0033580']",2
HAM_0001444,"['ISIC_0026352', 'ISIC_0024688']",2
HAM_0001454,"['ISIC_0027466', 'ISIC_0031045']",2
HAM_0001455,"['ISIC_0032405', 'ISIC_0031933']",2
HAM_0001456,"['ISIC_0025835', 'ISIC_0030828']",2
HAM_0001466,"['ISIC_0031633', 'ISIC_0027850']",2
HAM_0001469,"['ISIC_0029289', 'ISIC_0029912']",2
HAM_0001479,"['ISIC_0026329', 'ISIC_0024784']",2
HAM_0001480,"['ISIC_0031753', 'ISIC_0026835']",2
HAM_0001497,"['ISIC_0026608', 'ISIC_0030334']",2
HAM_0001498,"['ISIC_0027523', 'ISIC_0028531']",2
HAM_0001528,"['ISIC_0025601', 'ISIC_0032461']",2
HAM_0001529,"['ISIC_0025103', 'ISIC_0025710']",2
HAM_0001531,"['ISIC_0024951', 'ISIC_0030106']",2
HAM_0001536,"['ISIC_0031449', 'ISIC_0026842']",2
HAM_0001541,"['ISIC_0026218', 'ISIC_0028766']",2
HAM_0001547,"['ISIC_0034209', 'ISIC_0034297']",2
HAM_0001552,"['ISIC_0030981', 'ISIC_0025899']",2
HAM_0001562,"['ISIC_0027713', 'ISIC_0029789']",2
HAM_0001565,"['ISIC_0026709', 'ISIC_0028619']",2
HAM_0001566,"['ISIC_0024747', 'ISIC_0031346']",2
HAM_0001567,"['ISIC_0027398', 'ISIC_0032407']",2
HAM_0001570,"['ISIC_0032872', 'ISIC_0033178']",2
HAM_0001573,"['ISIC_0024799', 'ISIC_0028542']",2
HAM_0001575,"['ISIC_0031407', 'ISIC_0028652']",2
HAM_0001596,"['ISIC_0027071', 'ISIC_0029780']",2
HAM_0001597,"['ISIC_0026265', 'ISIC_0024426']",2
HAM_0001598,"['ISIC_0030910', 'ISIC_0029238']",2
HAM_0001600,"['ISIC_0024675', 'ISIC_0025891']",2
HAM_0001601,"['ISIC_0025915', 'ISIC_0031029']",2
HAM_0001604,"['ISIC_0025458', 'ISIC_0024664']",2
HAM_0001605,"['ISIC_0024422', 'ISIC_0028881']",2
HAM_0001609,"['ISIC_0027766', 'ISIC_0030809']",2
HAM_0001610,"['ISIC_0031166', 'ISIC_0028693']",2
HAM_0001613,"['ISIC_0033542', 'ISIC_0032748']",2
HAM_0001616,"['ISIC_0029669', 'ISIC_0031169']",2
HAM_0001623,"['ISIC_0029488', 'ISIC_0027099']",2
HAM_0001633,"['ISIC_0028618', 'ISIC_0031488']",2
HAM_0001645,"['ISIC_0032601', 'ISIC_0032878']",2
HAM_0001647,"['ISIC_0033730', 'ISIC_0032975']",2
HAM_0001665,"['ISIC_0027957', 'ISIC_0031212']",2
HAM_0001666,"['ISIC_0024632', 'ISIC_0026668']",2
HAM_0001667,"['ISIC_0033080', 'ISIC_0034129']",2
HAM_0001669,"['ISIC_0025020', 'ISIC_0026106']",2
HAM_0001671,"['ISIC_0031745', 'ISIC_0031586']",2
HAM_0001673,"['ISIC_0034285', 'ISIC_0033966']",2
HAM_0001680,"['ISIC_0026303', 'ISIC_0030125']",2
HAM_0001684,"['ISIC_0028576', 'ISIC_0029790']",2
HAM_0001689,"['ISIC_0025166', 'ISIC_0028938']",2
HAM_0001693,"['ISIC_0030868', 'ISIC_0026995']",2
HAM_0001696,"['ISIC_0027408', 'ISIC_0030460']",2
HAM_0001697,"['ISIC_0033827', 'ISIC_0033497']",2
HAM_0001701,"['ISIC_0025237', 'ISIC_0029390']",2
HAM_0001702,"['ISIC_0028874', 'ISIC_0028592']",2
HAM_0001703,"['ISIC_0029660', 'ISIC_0024496']",2
HAM_0001708,"['ISIC_0034191', 'ISIC_0033719']",2
HAM_0001712,"['ISIC_0030793', 'ISIC_0031221']",2
HAM_0001720,"['ISIC_0034010', 'ISIC_0032819']",2
HAM_0001729,"['ISIC_0028325', 'ISIC_0024537']",2
HAM_0001730,"['ISIC_0030790', 'ISIC_0030856']",2
HAM_0001737,"['ISIC_0030039', 'ISIC_0027883']",2
HAM_0001739,"['ISIC_0033845', 'ISIC_0032884']",2
HAM_0001741,"['ISIC_0026963', 'ISIC_0028211']",2
HAM_0001745,"['ISIC_0025045', 'ISIC_0030543']",2
HAM_0001747,"['ISIC_0029575', 'ISIC_0028361']",2
HAM_0001749,"['ISIC_0033372', 'ISIC_0034066']",2
HAM_0001764,"['ISIC_0032251', 'ISIC_0032253']",2
HAM_0001765,"['ISIC_0026788', 'ISIC_0029759']",2
HAM_0001767,"['ISIC_0025812', 'ISIC_0029357']",2
HAM_0001772,"['ISIC_0032636', 'ISIC_0033270']",2
HAM_0001773,"['ISIC_0024832', 'ISIC_0026958']",2
HAM_0001785,"['ISIC_0034169', 'ISIC_0032941']",2
HAM_0001790,"['ISIC_0032739', 'ISIC_0032874']",2
HAM_0001791,"['ISIC_0032504', 'ISIC_0027956']",2
HAM_0001793,"['ISIC_0028520', 'ISIC_0034000']",2
HAM_0001796,"['ISIC_0025363', 'ISIC_0029473']",2
HAM_0001801,"['ISIC_0033909', 'ISIC_0033293']",2
HAM_0001811,"['ISIC_0028069', 'ISIC_0028579']",2
HAM_0001813,"['ISIC_0030858', 'ISIC_0030609']",2
HAM_0001814,"['ISIC_0029170', 'ISIC_0028567']",2
HAM_0001815,"['ISIC_0024970', 'ISIC_0026663']",2
HAM_0001819,"['ISIC_0032424', 'ISIC_0028584']",2
HAM_0001820,"['ISIC_0026744', 'ISIC_0030605']",2
HAM_0001830,"['ISIC_0028057', 'ISIC_0031502']",2
HAM_0001837,"['ISIC_0033635', 'ISIC_0033868']",2
HAM_0001839,"['ISIC_0033943', 'ISIC_0033434']",2
HAM_0001846,"['ISIC_0031302', 'ISIC_0029457']",2
HAM_0001847,"['ISIC_0024792', 'ISIC_0030898']",2
HAM_0001849,"['ISIC_0027209', 'ISIC_0028966']",2
HAM_0001852,"['ISIC_0033749', 'ISIC_0034196']",2
HAM_0001855,"['ISIC_0033581', 'ISIC_0033913']",2
HAM_0001858,"['ISIC_0033235', 'ISIC_0026085']",2
HAM_0001869,"['ISIC_0027249', 'ISIC_0031563']",2
HAM_0001878,"['ISIC_0025434', 'ISIC_0028165']",2
HAM_0001881,"['ISIC_0032340', 'ISIC_0024620']",2
HAM_0001883,"['ISIC_0033224', 'ISIC_0033360']",2
HAM_0001884,"['ISIC_0026760', 'ISIC_0025718']",2
HAM_0001891,"['ISIC_0030598', 'ISIC_0024466']",2
HAM_0001900,"['ISIC_0025557', 'ISIC_0028323']",2
HAM_0001902,"['ISIC_0026480', 'ISIC_0029668']",2
HAM_0001907,"['ISIC_0025383', 'ISIC_0025513']",2
HAM_0001908,"['ISIC_0033519', 'ISIC_0032851']",2
HAM_0001910,"['ISIC_0028968', 'ISIC_0024739']",2
HAM_0001912,"['ISIC_0033145', 'ISIC_0033799']",2
HAM_0001914,"['ISIC_0029126', 'ISIC_0028702']",2
HAM_0001916,"['ISIC_0032721', 'ISIC_0033537']",2
HAM_0001920,"['ISIC_0029486', 'ISIC_0031901']",2
HAM_0001926,"['ISIC_0028095', 'ISIC_0032414']",2
HAM_0001936,"['ISIC_0027688', 'ISIC_0024704']",2
HAM_0001949,"['ISIC_0025767', 'ISIC_0032417']",2
HAM_0001953,"['ISIC_0031498', 'ISIC_0025611']",2
HAM_0001954,"['ISIC_0032776', 'ISIC_0033828']",2
HAM_0001956,"['ISIC_0024955', 'ISIC_0030038']",2
HAM_0001964,"['ISIC_0032149', 'ISIC_0024733']",2
HAM_0001967,"['ISIC_0029860', 'ISIC_0025471']",2
HAM_0001968,"['ISIC_0027421', 'ISIC_0028222']",2
HAM_0001971,"['ISIC_0025327', 'ISIC_0026839']",2
HAM_0001974,"['ISIC_0033807', 'ISIC_0033533']",2
HAM_0001975,"['ISIC_0030930', 'ISIC_0028488']",2
HAM_0001976,"['ISIC_0026586', 'ISIC_0025732']",2
HAM_0001982,"['ISIC_0030173', 'ISIC_0029012']",2
HAM_0001986,"['ISIC_0025512', 'ISIC_0024999']",2
HAM_0002004,"['ISIC_0032847', 'ISIC_0033654']",2
HAM_0002007,"['ISIC_0024476', 'ISIC_0030978']",2
HAM_0002011,"['ISIC_0024729', 'ISIC_0031711']",2
HAM_0002021,"['ISIC_0029466', 'ISIC_0027057']",2
HAM_0002031,"['ISIC_0027925', 'ISIC_0031917']",2
HAM_0002033,"['ISIC_0026739', 'ISIC_0024899']",2
HAM_0002051,"['ISIC_0033498', 'ISIC_0031784']",2
HAM_0002067,"['ISIC_0025094', 'ISIC_0026421']",2
HAM_0002074,"['ISIC_0032575', 'ISIC_0032793']",2
HAM_0002084,"['ISIC_0030404', 'ISIC_0027311']",2
HAM_0002086,"['ISIC_0033820', 'ISIC_0033814']",2
HAM_0002092,"['ISIC_0031624', 'ISIC_0025510']",2
HAM_0002096,"['ISIC_0028209', 'ISIC_0029518']",2
HAM_0002097,"['ISIC_0028636', 'ISIC_0025687']",2
HAM_0002099,"['ISIC_0028460', 'ISIC_0026847']",2
HAM_0002106,"['ISIC_0026186', 'ISIC_0025156']",2
HAM_0002120,"['ISIC_0029735', 'ISIC_0028010']",2
HAM_0002127,"['ISIC_0030768', 'ISIC_0029837']",2
HAM_0002128,"['ISIC_0031603', 'ISIC_0029867']",2
HAM_0002131,"['ISIC_0030901', 'ISIC_0030995']",2
HAM_0002134,"['ISIC_0024431', 'ISIC_0026656']",2
HAM_0002135,"['ISIC_0032974', 'ISIC_0033746']",2
HAM_0002139,"['ISIC_0032786', 'ISIC_0033788']",2
HAM_0002159,"['ISIC_0031059', 'ISIC_0030355']",2
HAM_0002169,"['ISIC_0031593', 'ISIC_0032200']",2
HAM_0002176,"['ISIC_0026341', 'ISIC_0027697']",2
HAM_0002182,"['ISIC_0031972', 'ISIC_0030539']",2
HAM_0002187,"['ISIC_0031308', 'ISIC_0028981']",2
HAM_0002193,"['ISIC_0031000', 'ISIC_0027392']",2
HAM_0002194,"['ISIC_0025814', 'ISIC_0026853']",2
HAM_0002196,"['ISIC_0026089', 'ISIC_0024930']",2
HAM_0002198,"['ISIC_0024314', 'ISIC_0026722']",2
HAM_0002205,"['ISIC_0030816', 'ISIC_0026217']",2
HAM_0002206,"['ISIC_0034020', 'ISIC_0033727']",2
HAM_0002207,"['ISIC_0025588', 'ISIC_0027772']",2
HAM_0002216,"['ISIC_0026305', 'ISIC_0028454']",2
HAM_0002217,"['ISIC_0024906', 'ISIC_0025073']",2
HAM_0002218,"['ISIC_0025578', 'ISIC_0029448']",2
HAM_0002238,"['ISIC_0031238', 'ISIC_0026374']",2
HAM_0002244,"['ISIC_0034320', 'ISIC_0032549']",2
HAM_0002257,"['ISIC_0033448', 'ISIC_0034304']",2
HAM_0002268,"['ISIC_0026070', 'ISIC_0032235']",2
HAM_0002269,"['ISIC_0025509', 'ISIC_0024443']",2
HAM_0002284,"['ISIC_0026449', 'ISIC_0030300']",2
HAM_0002295,"['ISIC_0025488', 'ISIC_0027999']",2
HAM_0002296,"['ISIC_0029055', 'ISIC_0026834']",2
HAM_0002299,"['ISIC_0025819', 'ISIC_0032013']",2
HAM_0002301,"['ISIC_0028555', 'ISIC_0029568']",2
HAM_0002303,"['ISIC_0032024', 'ISIC_0031037']",2
HAM_0002307,"['ISIC_0032154', 'ISIC_0026549']",2
HAM_0002312,"['ISIC_0025650', 'ISIC_0029083']",2
HAM_0002319,"['ISIC_0030740', 'ISIC_0026600']",2
HAM_0002323,"['ISIC_0029976', 'ISIC_0031001']",2
HAM_0002325,"['ISIC_0033021', 'ISIC_0033835']",2
HAM_0002326,"['ISIC_0027346', 'ISIC_0031875']",2
HAM_0002329,"['ISIC_0034272', 'ISIC_0032911']",2
HAM_0002332,"['ISIC_0025670', 'ISIC_0025898']",2
HAM_0002335,"['ISIC_0031812', 'ISIC_0030465']",2
HAM_0002348,"['ISIC_0025240', 'ISIC_0026933']",2
HAM_0002349,"['ISIC_0025008', 'ISIC_0025735']",2
HAM_0002350,"['ISIC_0026290', 'ISIC_0026015']",2
HAM_0002357,"['ISIC_0031783', 'ISIC_0030137']",2
HAM_0002358,"['ISIC_0028650', 'ISIC_0027973']",2
HAM_0002368,"['ISIC_0024841', 'ISIC_0029121']",2
HAM_0002370,"['ISIC_0028945', 'ISIC_0030401']",2
HAM_0002375,"['ISIC_0027442', 'ISIC_0024940']",2
HAM_0002377,"['ISIC_0033999', 'ISIC_0033856']",2
HAM_0002397,"['ISIC_0029192', 'ISIC_0033248']",2
HAM_0002400,"['ISIC_0024772', 'ISIC_0026316']",2
HAM_0002408,"['ISIC_0031359', 'ISIC_0031454']",2
HAM_0002409,"['ISIC_0028368', 'ISIC_0028843']",2
HAM_0002416,"['ISIC_0026816', 'ISIC_0028635']",2
HAM_0002417,"['ISIC_0033442', 'ISIC_0032943']",2
HAM_0002425,"['ISIC_0032837', 'ISIC_0032682']",2
HAM_0002427,"['ISIC_0031384', 'ISIC_0027629']",2
HAM_0002436,"['ISIC_0026266', 'ISIC_0025127']",2
HAM_0002441,"['ISIC_0030491', 'ISIC_0031381']",2
HAM_0002450,"['ISIC_0024318', 'ISIC_0024396']",2
HAM_0002462,"['ISIC_0024498', 'ISIC_0025005']",2
HAM_0002470,"['ISIC_0026611', 'ISIC_0029269']",2
HAM_0002471,"['ISIC_0028326', 'ISIC_0027060']",2
HAM_0002476,"['ISIC_0034187', 'ISIC_0027837']",2
HAM_0002480,"['ISIC_0028589', 'ISIC_0029432']",2
HAM_0002484,"['ISIC_0029846', 'ISIC_0029194']",2
HAM_0002488,"['ISIC_0032807', 'ISIC_0032645']",2
HAM_0002489,"['ISIC_0030874', 'ISIC_0031629']",2
HAM_0002490,"['ISIC_0027889', 'ISIC_0030694']",2
HAM_0002491,"['ISIC_0028465', 'ISIC_0026770']",2
HAM_0002493,"['ISIC_0024323', 'ISIC_0027436']",2
HAM_0002498,"['ISIC_0032839', 'ISIC_0032932']",2
HAM_0002509,"['ISIC_0030440', 'ISIC_0024732']",2
HAM_0002511,"['ISIC_0031965', 'ISIC_0025148']",2
HAM_0002521,"['ISIC_0027828', 'ISIC_0029291']",2
HAM_0002525,"['ISIC_0026811', 'ISIC_0025188']",2
HAM_0002526,"['ISIC_0034306', 'ISIC_0032799']",2
HAM_0002538,"['ISIC_0030770', 'ISIC_0032240']",2
HAM_0002547,"['ISIC_0024394', 'ISIC_0029516']",2
HAM_0002548,"['ISIC_0027470', 'ISIC_0028656']",2
HAM_0002554,"['ISIC_0028585', 'ISIC_0032102']",2
HAM_0002556,"['ISIC_0028243', 'ISIC_0025436']",2
HAM_0002565,"['ISIC_0032660', 'ISIC_0033504']",2
HAM_0002566,"['ISIC_0024437', 'ISIC_0031105']",2
HAM_0002567,"['ISIC_0031466', 'ISIC_0031048']",2
HAM_0002571,"['ISIC_0026190', 'ISIC_0025881']",2
HAM_0002572,"['ISIC_0025422', 'ISIC_0030033']",2
HAM_0002575,"['ISIC_0028015', 'ISIC_0026781']",2
HAM_0002576,"['ISIC_0031368', 'ISIC_0025414']",2
HAM_0002577,"['ISIC_0025417', 'ISIC_0028035']",2
HAM_0002581,"['ISIC_0026544', 'ISIC_0032470']",2
HAM_0002582,"['ISIC_0033665', 'ISIC_0032813']",2
HAM_0002587,"['ISIC_0030485', 'ISIC_0031803']",2
HAM_0002589,"['ISIC_0028720', 'ISIC_0026318']",2
HAM_0002591,"['ISIC_0028930', 'ISIC_0031389']",2
HAM_0002596,"['ISIC_0034063', 'ISIC_0032848']",2
HAM_0002609,"['ISIC_0029318', 'ISIC_0032070']",2
HAM_0002610,"['ISIC_0026876', 'ISIC_0030606']",2
HAM_0002616,"['ISIC_0032555', 'ISIC_0034254']",2
HAM_0002646,"['ISIC_0028558', 'ISIC_0029781']",2
HAM_0002647,"['ISIC_0030534', 'ISIC_0032284']",2
HAM_0002652,"['ISIC_0024934', 'ISIC_0025442']",2
HAM_0002658,"['ISIC_0025907', 'ISIC_0027113']",2
HAM_0002666,"['ISIC_0024564', 'ISIC_0025322']",2
HAM_0002668,"['ISIC_0027224', 'ISIC_0026784']",2
HAM_0002670,"['ISIC_0030426', 'ISIC_0027734']",2
HAM_0002689,"['ISIC_0029263', 'ISIC_0026687']",2
HAM_0002692,"['ISIC_0029404', 'ISIC_0030275']",2
HAM_0002696,"['ISIC_0027171', 'ISIC_0026207']",2
HAM_0002698,"['ISIC_0032023', 'ISIC_0031247']",2
HAM_0002701,"['ISIC_0024328', 'ISIC_0026764']",2
HAM_0002705,"['ISIC_0025089', 'ISIC_0027178']",2
HAM_0002706,"['ISIC_0025954', 'ISIC_0029783']",2
HAM_0002708,"['ISIC_0029247', 'ISIC_0024752']",2
HAM_0002711,"['ISIC_0027669', 'ISIC_0031795']",2
HAM_0002714,"['ISIC_0026113', 'ISIC_0032265']",2
HAM_0002715,"['ISIC_0028373', 'ISIC_0024714']",2
HAM_0002717,"['ISIC_0031284', 'ISIC_0031789']",2
HAM_0002723,"['ISIC_0034243', 'ISIC_0034050']",2
HAM_0002724,"['ISIC_0032580', 'ISIC_0033692']",2
HAM_0002726,"['ISIC_0025860', 'ISIC_0025473']",2
HAM_0002729,"['ISIC_0026934', 'ISIC_0026346']",2
HAM_0002730,"['ISIC_0026769', 'ISIC_0025661']",2
HAM_0002754,"['ISIC_0025892', 'ISIC_0026866']",2
HAM_0002755,"['ISIC_0032523', 'ISIC_0033159']",2
HAM_0002757,"['ISIC_0024909', 'ISIC_0028258']",2
HAM_0002759,"['ISIC_0033062', 'ISIC_0034261']",2
HAM_0002761,"['ISIC_0029176', 'ISIC_0029068']",2
HAM_0002768,"['ISIC_0026657', 'ISIC_0028067']",2
HAM_0002770,"['ISIC_0025489', 'ISIC_0025265']",2
HAM_0002772,"['ISIC_0031908', 'ISIC_0026897']",2
HAM_0002791,"['ISIC_0031749', 'ISIC_0029847']",2
HAM_0002795,"['ISIC_0025278', 'ISIC_0032312']",2
HAM_0002796,"['ISIC_0025261', 'ISIC_0027654']",2
HAM_0002797,"['ISIC_0026883', 'ISIC_0031412']",2
HAM_0002798,"['ISIC_0025647', 'ISIC_0025323']",2
HAM_0002800,"['ISIC_0027089', 'ISIC_0026239']",2
HAM_0002810,"['ISIC_0031876', 'ISIC_0030542']",2
HAM_0002812,"['ISIC_0029053', 'ISIC_0027788']",2
HAM_0002817,"['ISIC_0030255', 'ISIC_0029495']",2
HAM_0002832,"['ISIC_0029091', 'ISIC_0032026']",2
HAM_0002833,"['ISIC_0026889', 'ISIC_0030963']",2
HAM_0002834,"['ISIC_0032110', 'ISIC_0026500']",2
HAM_0002839,"['ISIC_0032280', 'ISIC_0025982']",2
HAM_0002856,"['ISIC_0028453', 'ISIC_0028154']",2
HAM_0002869,"['ISIC_0026694', 'ISIC_0024313']",2
HAM_0002874,"['ISIC_0033707', 'ISIC_0033912']",2
HAM_0002876,"['ISIC_0033082', 'ISIC_0034098']",2
HAM_0002878,"['ISIC_0033984', 'ISIC_0032640']",2
HAM_0002881,"['ISIC_0026328', 'ISIC_0029334']",2
HAM_0002888,"['ISIC_0029079', 'ISIC_0025571']",2
HAM_0002890,"['ISIC_0032704', 'ISIC_0033289']",2
HAM_0002894,"['ISIC_0033776', 'ISIC_0033056']",2
HAM_0002903,"['ISIC_0027737', 'ISIC_0024774']",2
HAM_0002906,"['ISIC_0026604', 'ISIC_0027517']",2
HAM_0002908,"['ISIC_0032650', 'ISIC_0034182']",2
HAM_0002911,"['ISIC_0031025', 'ISIC_0029272']",2
HAM_0002914,"['ISIC_0026092', 'ISIC_0024904']",2
HAM_0002928,"['ISIC_0032665', 'ISIC_0033130']",2
HAM_0002933,"['ISIC_0027287', 'ISIC_0024494']",2
HAM_0002936,"['ISIC_0030279', 'ISIC_0024380']",2
HAM_0002939,"['ISIC_0032888', 'ISIC_0033968']",2
HAM_0002942,"['ISIC_0031418', 'ISIC_0027911']",2
HAM_0002946,"['ISIC_0031663', 'ISIC_0031883']",2
HAM_0002952,"['ISIC_0033518', 'ISIC_0033843']",2
HAM_0002956,"['ISIC_0032637', 'ISIC_0032993']",2
HAM_0002957,"['ISIC_0026153', 'ISIC_0025876']",2
HAM_0002970,"['ISIC_0026930', 'ISIC_0027350']",2
HAM_0002973,"['ISIC_0026140', 'ISIC_0032086']",2
HAM_0002975,"['ISIC_0026148', 'ISIC_0028810']",2
HAM_0002979,"['ISIC_0030588', 'ISIC_0025511']",2
HAM_0002981,"['ISIC_0028087', 'ISIC_0026664']",2
HAM_0002998,"['ISIC_0028928', 'ISIC_0031378']",2
HAM_0003002,"['ISIC_0033384', 'ISIC_0032830']",2
HAM_0003003,"['ISIC_0033343', 'ISIC_0033502']",2
HAM_0003007,"['ISIC_0025388', 'ISIC_0028080']",2
HAM_0003015,"['ISIC_0032456', 'ISIC_0025083']",2
HAM_0003016,"['ISIC_0027670', 'ISIC_0027097']",2
HAM_0003018,"['ISIC_0032639', 'ISIC_0033525']",2
HAM_0003027,"['ISIC_0031896', 'ISIC_0025355']",2
HAM_0003030,"['ISIC_0028876', 'ISIC_0029527']",2
HAM_0003035,"['ISIC_0025168', 'ISIC_0024617']",2
HAM_0003039,"['ISIC_0026350', 'ISIC_0031569']",2
HAM_0003045,"['ISIC_0031071', 'ISIC_0031475']",2
HAM_0003050,"['ISIC_0033744', 'ISIC_0033659']",2
HAM_0003057,"['ISIC_0033026', 'ISIC_0033774']",2
HAM_0003072,"['ISIC_0032611', 'ISIC_0033499']",2
HAM_0003078,"['ISIC_0025918', 'ISIC_0026124']",2
HAM_0003083,"['ISIC_0032604', 'ISIC_0033428']",2
HAM_0003088,"['ISIC_0030121', 'ISIC_0029736']",2
HAM_0003091,"['ISIC_0027235', 'ISIC_0027152']",2
HAM_0003094,"['ISIC_0029647', 'ISIC_0027858']",2
HAM_0003102,"['ISIC_0032389', 'ISIC_0025709']",2
HAM_0003105,"['ISIC_0025029', 'ISIC_0026388']",2
HAM_0003120,"['ISIC_0028593', 'ISIC_0029243']",2
HAM_0003123,"['ISIC_0028816', 'ISIC_0028232']",2
HAM_0003125,"['ISIC_0028736', 'ISIC_0025477']",2
HAM_0003130,"['ISIC_0032708', 'ISIC_0033574']",2
HAM_0003133,"['ISIC_0032794', 'ISIC_0032801']",2
HAM_0003142,"['ISIC_0026956', 'ISIC_0031806']",2
HAM_0003146,"['ISIC_0026992', 'ISIC_0029563']",2
HAM_0003152,"['ISIC_0027996', 'ISIC_0030208']",2
HAM_0003155,"['ISIC_0028247', 'ISIC_0028988']",2
HAM_0003157,"['ISIC_0029811', 'ISIC_0031578']",2
HAM_0003159,"['ISIC_0028183', 'ISIC_0026108']",2
HAM_0003162,"['ISIC_0032997', 'ISIC_0033529']",2
HAM_0003171,"['ISIC_0030122', 'ISIC_0025941']",2
HAM_0003172,"['ISIC_0025832', 'ISIC_0026105']",2
HAM_0003174,"['ISIC_0033392', 'ISIC_0032873']",2
HAM_0003175,"['ISIC_0030979', 'ISIC_0028145']",2
HAM_0003176,"['ISIC_0028148', 'ISIC_0030756']",2
HAM_0003182,"['ISIC_0029028', 'ISIC_0027125']",2
HAM_0003187,"['ISIC_0028264', 'ISIC_0025526']",2
HAM_0003188,"['ISIC_0024730', 'ISIC_0030765']",2
HAM_0003191,"['ISIC_0029524', 'ISIC_0028050']",2
HAM_0003194,"['ISIC_0032019', 'ISIC_0026954']",2
HAM_0003195,"['ISIC_0026319', 'ISIC_0025319']",2
HAM_0003202,"['ISIC_0032718', 'ISIC_0032736']",2
HAM_0003206,"['ISIC_0032365', 'ISIC_0025199']",2
HAM_0003208,"['ISIC_0033572', 'ISIC_0033596']",2
HAM_0003212,"['ISIC_0028519', 'ISIC_0024767']",2
HAM_0003216,"['ISIC_0034015', 'ISIC_0034223']",2
HAM_0003222,"['ISIC_0031720', 'ISIC_0026382']",2
HAM_0003223,"['ISIC_0031249', 'ISIC_0024922']",2
HAM_0003230,"['ISIC_0027839', 'ISIC_0027640']",2
HAM_0003235,"['ISIC_0025001', 'ISIC_0028800']",2
HAM_0003236,"['ISIC_0033025', 'ISIC_0033053']",2
HAM_0003241,"['ISIC_0030079', 'ISIC_0024908']",2
HAM_0003243,"['ISIC_0026279', 'ISIC_0031814']",2
HAM_0003246,"['ISIC_0029049', 'ISIC_0029018']",2
HAM_0003248,"['ISIC_0032380', 'ISIC_0025447']",2
HAM_0003254,"['ISIC_0032478', 'ISIC_0032765']",2
HAM_0003256,"['ISIC_0032269', 'ISIC_0028218']",2
HAM_0003263,"['ISIC_0031599', 'ISIC_0028226']",2
HAM_0003265,"['ISIC_0025180', 'ISIC_0026107']",2
HAM_0003276,"['ISIC_0024975', 'ISIC_0025782']",2
HAM_0003277,"['ISIC_0026730', 'ISIC_0026890']",2
HAM_0003299,"['ISIC_0026237', 'ISIC_0025547']",2
HAM_0003301,"['ISIC_0025033', 'ISIC_0027310']",2
HAM_0003303,"['ISIC_0030980', 'ISIC_0024597']",2
HAM_0003308,"['ISIC_0025610', 'ISIC_0024615']",2
HAM_0003310,"['ISIC_0034217', 'ISIC_0032952']",2
HAM_0003311,"['ISIC_0026452', 'ISIC_0027007']",2
HAM_0003315,"['ISIC_0030281', 'ISIC_0024481']",2
HAM_0003317,"['ISIC_0024435', 'ISIC_0026590']",2
HAM_0003320,"['ISIC_0031905', 'ISIC_0030367']",2
HAM_0003321,"['ISIC_0032929', 'ISIC_0032963']",2
HAM_0003322,"['ISIC_0028596', 'ISIC_0031649']",2
HAM_0003326,"['ISIC_0032463', 'ISIC_0025548']",2
HAM_0003327,"['ISIC_0029430', 'ISIC_0027312']",2
HAM_0003328,"['ISIC_0026453', 'ISIC_0031489']",2
HAM_0003330,"['ISIC_0028696', 'ISIC_0029343']",2
HAM_0003335,"['ISIC_0032509', 'ISIC_0034068']",2
HAM_0003340,"['ISIC_0028507', 'ISIC_0029773']",2
HAM_0003356,"['ISIC_0033105', 'ISIC_0032572']",2
HAM_0003365,"['ISIC_0033682', 'ISIC_0033890']",2
HAM_0003373,"['ISIC_0024515', 'ISIC_0031450']",2
HAM_0003380,"['ISIC_0024418', 'ISIC_0027343']",2
HAM_0003384,"['ISIC_0031299', 'ISIC_0028438']",2
HAM_0003387,"['ISIC_0031079', 'ISIC_0028524']",2
HAM_0003401,"['ISIC_0029598', 'ISIC_0029002']",2
HAM_0003410,"['ISIC_0024635', 'ISIC_0029425']",2
HAM_0003419,"['ISIC_0026097', 'ISIC_0028767']",2
HAM_0003423,"['ISIC_0031866', 'ISIC_0028344']",2
HAM_0003428,"['ISIC_0031170', 'ISIC_0024652']",2
HAM_0003429,"['ISIC_0028807', 'ISIC_0024673']",2
